device,suite,provider,layout,mode,batch,seq,hidden,dtype,gate_multiplier,down_multiplier,time_ms,peak_memory_mib,warmup,rep
NVIDIA A100-SXM4-80GB,a100,forge_packed_safe,packed,forward,2,2048,11008,fp32,0.7,1.3,0.371410,1032.000,10,30
NVIDIA A100-SXM4-80GB,a100,forge_packed_safe,packed,backward,2,2048,11008,fp32,0.7,1.3,0.557707,1548.000,10,30
NVIDIA A100-SXM4-80GB,a100,forge_packed_safe,packed,full,2,2048,11008,fp32,0.7,1.3,0.885798,1720.000,10,30
NVIDIA A100-SXM4-80GB,a100,liger,separate,forward,2,2048,11008,fp32,0.7,1.3,0.577974,1204.000,10,30
NVIDIA A100-SXM4-80GB,a100,liger,separate,full,2,2048,11008,fp32,0.7,1.3,1.312927,1548.000,10,30
NVIDIA A100-SXM4-80GB,a100,torch,separate,forward,4,2048,11008,fp32,0.7,1.3,1.864462,2752.000,10,30
NVIDIA A100-SXM4-80GB,a100,torch,separate,full,4,2048,11008,fp32,0.7,1.3,4.518256,4472.000,10,30
NVIDIA A100-SXM4-80GB,a100,forge_fast,separate,forward,4,2048,11008,fp32,0.7,1.3,0.672846,2064.000,10,30
NVIDIA A100-SXM4-80GB,a100,forge_fast,separate,backward,4,2048,11008,fp32,0.7,1.3,1.091865,2408.000,10,30
NVIDIA A100-SXM4-80GB,a100,forge_fast,separate,full,4,2048,11008,fp32,0.7,1.3,1.724647,2752.000,10,30
NVIDIA A100-SXM4-80GB,a100,forge_safe,separate,forward,4,2048,11008,fp32,0.7,1.3,0.678542,2064.000,10,30
NVIDIA A100-SXM4-80GB,a100,forge_safe,separate,backward,4,2048,11008,fp32,0.7,1.3,1.061904,3096.000,10,30
NVIDIA A100-SXM4-80GB,a100,forge_safe,separate,full,4,2048,11008,fp32,0.7,1.3,1.700657,3440.000,10,30
NVIDIA A100-SXM4-80GB,a100,torch_packed,packed,forward,4,2048,11008,fp32,0.7,1.3,1.962069,2752.000,10,30
NVIDIA A100-SXM4-80GB,a100,torch_packed,packed,full,4,2048,11008,fp32,0.7,1.3,5.559929,4472.000,10,30
NVIDIA A100-SXM4-80GB,a100,forge_packed_fast,packed,forward,4,2048,11008,fp32,0.7,1.3,0.675706,2064.000,10,30
NVIDIA A100-SXM4-80GB,a100,forge_packed_fast,packed,backward,4,2048,11008,fp32,0.7,1.3,1.098103,2408.000,10,30
NVIDIA A100-SXM4-80GB,a100,forge_packed_fast,packed,full,4,2048,11008,fp32,0.7,1.3,1.735333,2752.000,10,30
NVIDIA A100-SXM4-80GB,a100,forge_packed_safe,packed,forward,4,2048,11008,fp32,0.7,1.3,0.673503,2064.000,10,30
NVIDIA A100-SXM4-80GB,a100,forge_packed_safe,packed,backward,4,2048,11008,fp32,0.7,1.3,1.059238,3096.000,10,30
NVIDIA A100-SXM4-80GB,a100,forge_packed_safe,packed,full,4,2048,11008,fp32,0.7,1.3,1.703200,3440.000,10,30
NVIDIA A100-SXM4-80GB,a100,liger,separate,forward,4,2048,11008,fp32,0.7,1.3,1.077554,2408.000,10,30
NVIDIA A100-SXM4-80GB,a100,liger,separate,full,4,2048,11008,fp32,0.7,1.3,2.552694,3096.000,10,30
NVIDIA A100-SXM4-80GB,a100,torch,separate,forward,2,7,11009,fp32,0.7,1.3,0.063936,4.707,10,30
NVIDIA A100-SXM4-80GB,a100,torch,separate,full,2,7,11009,fp32,0.7,1.3,0.241866,7.648,10,30
NVIDIA A100-SXM4-80GB,a100,forge_fast,separate,forward,2,7,11009,fp32,0.7,1.3,0.091713,3.530,10,30
NVIDIA A100-SXM4-80GB,a100,forge_fast,separate,backward,2,7,11009,fp32,0.7,1.3,0.057264,4.118,10,30
NVIDIA A100-SXM4-80GB,a100,forge_fast,separate,full,2,7,11009,fp32,0.7,1.3,0.417740,4.707,10,30
NVIDIA A100-SXM4-80GB,a100,forge_safe,separate,forward,2,7,11009,fp32,0.7,1.3,0.090399,3.530,10,30
NVIDIA A100-SXM4-80GB,a100,forge_safe,separate,backward,2,7,11009,fp32,0.7,1.3,0.069808,5.295,10,30
NVIDIA A100-SXM4-80GB,a100,forge_safe,separate,full,2,7,11009,fp32,0.7,1.3,0.402074,5.883,10,30
NVIDIA A100-SXM4-80GB,a100,torch_packed,packed,forward,2,7,11009,fp32,0.7,1.3,0.073737,4.707,10,30
NVIDIA A100-SXM4-80GB,a100,torch_packed,packed,full,2,7,11009,fp32,0.7,1.3,0.371643,7.648,10,30
NVIDIA A100-SXM4-80GB,a100,forge_packed_fast,packed,forward,2,7,11009,fp32,0.7,1.3,0.084933,3.530,10,30
NVIDIA A100-SXM4-80GB,a100,forge_packed_fast,packed,backward,2,7,11009,fp32,0.7,1.3,0.055253,4.118,10,30
NVIDIA A100-SXM4-80GB,a100,forge_packed_fast,packed,full,2,7,11009,fp32,0.7,1.3,0.305246,4.706,10,30
NVIDIA A100-SXM4-80GB,a100,forge_packed_safe,packed,forward,2,7,11009,fp32,0.7,1.3,0.089733,3.530,10,30
NVIDIA A100-SXM4-80GB,a100,forge_packed_safe,packed,backward,2,7,11009,fp32,0.7,1.3,0.066162,5.294,10,30
NVIDIA A100-SXM4-80GB,a100,forge_packed_safe,packed,full,2,7,11009,fp32,0.7,1.3,0.352014,5.882,10,30
