device,suite,provider,layout,mode,batch,seq,hidden,dtype,gate_multiplier,down_multiplier,time_ms,peak_memory_mib,warmup,rep
NVIDIA A100-SXM4-80GB,smoke,forge_packed_safe,packed,full,1,256,11008,bf16,1.0,1.0,0.482678,53.750,10,20
NVIDIA A100-SXM4-80GB,smoke,torch,separate,forward,1,256,11008,bf16,0.7,1.3,0.094978,48.375,10,20
NVIDIA A100-SXM4-80GB,smoke,torch,separate,full,1,256,11008,bf16,0.7,1.3,0.478496,80.625,10,20
NVIDIA A100-SXM4-80GB,smoke,forge_fast,separate,forward,1,256,11008,bf16,0.7,1.3,0.077872,32.250,10,20
NVIDIA A100-SXM4-80GB,smoke,forge_fast,separate,backward,1,256,11008,bf16,0.7,1.3,0.049732,37.625,10,20
NVIDIA A100-SXM4-80GB,smoke,forge_fast,separate,full,1,256,11008,bf16,0.7,1.3,0.400996,43.000,10,20
NVIDIA A100-SXM4-80GB,smoke,forge_safe,separate,forward,1,256,11008,bf16,0.7,1.3,0.074914,32.250,10,20
NVIDIA A100-SXM4-80GB,smoke,forge_safe,separate,backward,1,256,11008,bf16,0.7,1.3,0.059336,48.375,10,20
NVIDIA A100-SXM4-80GB,smoke,forge_safe,separate,full,1,256,11008,bf16,0.7,1.3,0.436986,53.750,10,20
NVIDIA A100-SXM4-80GB,smoke,torch_packed,packed,forward,1,256,11008,bf16,0.7,1.3,0.116918,48.375,10,20
NVIDIA A100-SXM4-80GB,smoke,torch_packed,packed,full,1,256,11008,bf16,0.7,1.3,0.493888,80.625,10,20
NVIDIA A100-SXM4-80GB,smoke,forge_packed_fast,packed,forward,1,256,11008,bf16,0.7,1.3,0.076404,32.250,10,20
NVIDIA A100-SXM4-80GB,smoke,forge_packed_fast,packed,backward,1,256,11008,bf16,0.7,1.3,0.048572,37.625,10,20
NVIDIA A100-SXM4-80GB,smoke,forge_packed_fast,packed,full,1,256,11008,bf16,0.7,1.3,0.405130,43.000,10,20
NVIDIA A100-SXM4-80GB,smoke,forge_packed_safe,packed,forward,1,256,11008,bf16,0.7,1.3,0.075524,32.250,10,20
NVIDIA A100-SXM4-80GB,smoke,forge_packed_safe,packed,backward,1,256,11008,bf16,0.7,1.3,0.057054,48.375,10,20
NVIDIA A100-SXM4-80GB,smoke,forge_packed_safe,packed,full,1,256,11008,bf16,0.7,1.3,0.398326,53.750,10,20
NVIDIA A100-SXM4-80GB,smoke,torch,separate,forward,2,7,11009,bf16,1.0,1.0,0.075758,2.648,10,20
NVIDIA A100-SXM4-80GB,smoke,torch,separate,full,2,7,11009,bf16,1.0,1.0,0.431932,4.415,10,20
NVIDIA A100-SXM4-80GB,smoke,forge_fast,separate,forward,2,7,11009,bf16,1.0,1.0,0.075664,1.766,10,20
NVIDIA A100-SXM4-80GB,smoke,forge_fast,separate,backward,2,7,11009,bf16,1.0,1.0,0.050922,2.061,10,20
NVIDIA A100-SXM4-80GB,smoke,forge_fast,separate,full,2,7,11009,bf16,1.0,1.0,0.409810,2.355,10,20
NVIDIA A100-SXM4-80GB,smoke,forge_safe,separate,forward,2,7,11009,bf16,1.0,1.0,0.085368,1.766,10,20
NVIDIA A100-SXM4-80GB,smoke,forge_safe,separate,backward,2,7,11009,bf16,1.0,1.0,0.066082,2.649,10,20
NVIDIA A100-SXM4-80GB,smoke,forge_safe,separate,full,2,7,11009,bf16,1.0,1.0,0.447898,2.944,10,20
NVIDIA A100-SXM4-80GB,smoke,torch_packed,packed,forward,2,7,11009,bf16,1.0,1.0,0.105866,2.648,10,20
NVIDIA A100-SXM4-80GB,smoke,torch_packed,packed,full,2,7,11009,bf16,1.0,1.0,0.506186,4.414,10,20
NVIDIA A100-SXM4-80GB,smoke,forge_packed_fast,packed,forward,2,7,11009,bf16,1.0,1.0,0.076012,1.766,10,20
NVIDIA A100-SXM4-80GB,smoke,forge_packed_fast,packed,backward,2,7,11009,bf16,1.0,1.0,0.046240,2.060,10,20
NVIDIA A100-SXM4-80GB,smoke,forge_packed_fast,packed,full,2,7,11009,bf16,1.0,1.0,0.380798,2.354,10,20
NVIDIA A100-SXM4-80GB,smoke,forge_packed_safe,packed,forward,2,7,11009,bf16,1.0,1.0,0.084460,1.766,10,20
NVIDIA A100-SXM4-80GB,smoke,forge_packed_safe,packed,backward,2,7,11009,bf16,1.0,1.0,0.061984,2.648,10,20
NVIDIA A100-SXM4-80GB,smoke,forge_packed_safe,packed,full,2,7,11009,bf16,1.0,1.0,0.419906,2.943,10,20
NVIDIA A100-SXM4-80GB,smoke,torch,separate,forward,2,7,11009,bf16,0.7,1.3,0.084956,2.648,10,20
NVIDIA A100-SXM4-80GB,smoke,torch,separate,full,2,7,11009,bf16,0.7,1.3,0.484164,4.415,10,20
NVIDIA A100-SXM4-80GB,smoke,forge_fast,separate,forward,2,7,11009,bf16,0.7,1.3,0.077060,1.766,10,20
NVIDIA A100-SXM4-80GB,smoke,forge_fast,separate,backward,2,7,11009,bf16,0.7,1.3,0.049236,2.061,10,20
NVIDIA A100-SXM4-80GB,smoke,forge_fast,separate,full,2,7,11009,bf16,0.7,1.3,0.464622,2.355,10,20
NVIDIA A100-SXM4-80GB,smoke,forge_safe,separate,forward,2,7,11009,bf16,0.7,1.3,0.081028,1.766,10,20
