device,suite,provider,layout,mode,batch,seq,hidden,dtype,gate_multiplier,down_multiplier,time_ms,peak_memory_mib,warmup,rep
NVIDIA A100-SXM4-80GB,a100,forge_safe,separate,forward,4,2048,11008,bf16,1.0,1.0,0.366321,1032.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_safe,separate,backward,4,2048,11008,bf16,1.0,1.0,0.556701,1548.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_safe,separate,full,4,2048,11008,bf16,1.0,1.0,0.927486,1720.000,20,50
NVIDIA A100-SXM4-80GB,a100,torch_packed,packed,forward,4,2048,11008,bf16,1.0,1.0,2.414209,1548.000,20,50
NVIDIA A100-SXM4-80GB,a100,torch_packed,packed,full,4,2048,11008,bf16,1.0,1.0,5.969311,2580.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_packed_fast,packed,forward,4,2048,11008,bf16,1.0,1.0,0.371819,1032.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_packed_fast,packed,backward,4,2048,11008,bf16,1.0,1.0,0.562139,1204.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_packed_fast,packed,full,4,2048,11008,bf16,1.0,1.0,0.926933,1376.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_packed_safe,packed,forward,4,2048,11008,bf16,1.0,1.0,0.365152,1032.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_packed_safe,packed,backward,4,2048,11008,bf16,1.0,1.0,0.552063,1548.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_packed_safe,packed,full,4,2048,11008,bf16,1.0,1.0,0.919856,1720.000,20,50
NVIDIA A100-SXM4-80GB,a100,torch,separate,forward,4,2048,11008,bf16,0.7,1.3,2.244223,1548.000,20,50
NVIDIA A100-SXM4-80GB,a100,torch,separate,full,4,2048,11008,bf16,0.7,1.3,4.989075,2580.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_fast,separate,forward,4,2048,11008,bf16,0.7,1.3,0.381895,1032.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_fast,separate,backward,4,2048,11008,bf16,0.7,1.3,0.573459,1204.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_fast,separate,full,4,2048,11008,bf16,0.7,1.3,0.947535,1376.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_safe,separate,forward,4,2048,11008,bf16,0.7,1.3,0.371705,1032.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_safe,separate,backward,4,2048,11008,bf16,0.7,1.3,0.562495,1548.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_safe,separate,full,4,2048,11008,bf16,0.7,1.3,0.930280,1720.000,20,50
NVIDIA A100-SXM4-80GB,a100,torch_packed,packed,forward,4,2048,11008,bf16,0.7,1.3,2.418293,1548.000,20,50
NVIDIA A100-SXM4-80GB,a100,torch_packed,packed,full,4,2048,11008,bf16,0.7,1.3,5.972571,2580.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_packed_fast,packed,forward,4,2048,11008,bf16,0.7,1.3,0.374326,1032.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_packed_fast,packed,backward,4,2048,11008,bf16,0.7,1.3,0.565686,1204.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_packed_fast,packed,full,4,2048,11008,bf16,0.7,1.3,0.942096,1376.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_packed_safe,packed,forward,4,2048,11008,bf16,0.7,1.3,0.368925,1032.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_packed_safe,packed,backward,4,2048,11008,bf16,0.7,1.3,0.552344,1548.000,20,50
NVIDIA A100-SXM4-80GB,a100,forge_packed_safe,packed,full,4,2048,11008,bf16,0.7,1.3,0.923439,1720.000,20,50
NVIDIA A100-SXM4-80GB,a100,torch,separate,forward,2,7,11009,bf16,1.0,1.0,0.085814,2.648,20,50
NVIDIA A100-SXM4-80GB,a100,torch,separate,full,2,7,11009,bf16,1.0,1.0,0.456808,4.415,20,50
NVIDIA A100-SXM4-80GB,a100,forge_fast,separate,forward,2,7,11009,bf16,1.0,1.0,0.087551,1.766,20,50
NVIDIA A100-SXM4-80GB,a100,forge_fast,separate,backward,2,7,11009,bf16,1.0,1.0,0.055257,2.061,20,50
NVIDIA A100-SXM4-80GB,a100,forge_fast,separate,full,2,7,11009,bf16,1.0,1.0,0.414627,2.355,20,50
NVIDIA A100-SXM4-80GB,a100,forge_safe,separate,forward,2,7,11009,bf16,1.0,1.0,0.087880,1.766,20,50
NVIDIA A100-SXM4-80GB,a100,forge_safe,separate,backward,2,7,11009,bf16,1.0,1.0,0.065763,2.649,20,50
NVIDIA A100-SXM4-80GB,a100,forge_safe,separate,full,2,7,11009,bf16,1.0,1.0,0.447763,2.944,20,50
NVIDIA A100-SXM4-80GB,a100,torch_packed,packed,forward,2,7,11009,bf16,1.0,1.0,0.107564,2.648,20,50
NVIDIA A100-SXM4-80GB,a100,torch_packed,packed,full,2,7,11009,bf16,1.0,1.0,0.516902,4.414,20,50
NVIDIA A100-SXM4-80GB,a100,forge_packed_fast,packed,forward,2,7,11009,bf16,1.0,1.0,0.086293,1.766,20,50
NVIDIA A100-SXM4-80GB,a100,forge_packed_fast,packed,backward,2,7,11009,bf16,1.0,1.0,0.052019,2.060,20,50
NVIDIA A100-SXM4-80GB,a100,forge_packed_fast,packed,full,2,7,11009,bf16,1.0,1.0,0.392698,2.354,20,50
NVIDIA A100-SXM4-80GB,a100,forge_packed_safe,packed,forward,2,7,11009,bf16,1.0,1.0,0.086150,1.766,20,50
NVIDIA A100-SXM4-80GB,a100,forge_packed_safe,packed,backward,2,7,11009,bf16,1.0,1.0,0.063133,2.648,20,50
NVIDIA A100-SXM4-80GB,a100,forge_packed_safe,packed,full,2,7,11009,bf16,1.0,1.0,0.423871,2.943,20,50
